SSA  degrees/h:
  8.2137302E-02
Year M D h m s  V0+u(deg)     f
2076 1 1 0 0 0  201.114  0.   1.0000
2077 1 1 0 0 0  202.607  0.   1.0000
2078 1 1 0 0 0  202.130  0.   1.0000
2079 1 1 0 0 0  201.652  0.   1.0000
2080 1 1 0 0 0  201.175  0.   1.0000
2081 1 1 0 0 0  202.669  0.   1.0000
2082 1 1 0 0 0  202.191  0.   1.0000
2083 1 1 0 0 0  201.714  0.   1.0000
2084 1 1 0 0 0  201.237  0.   1.0000
2085 1 1 0 0 0  202.730  0.   1.0000
2086 1 1 0 0 0  202.253  0.   1.0000
2087 1 1 0 0 0  201.775  0.   1.0000
2088 1 1 0 0 0  201.298  0.   1.0000
2089 1 1 0 0 0  202.792  0.   1.0000
2090 1 1 0 0 0  202.314  0.   1.0000
2091 1 1 0 0 0  201.837  0.   1.0000
2092 1 1 0 0 0  201.359  0.   1.0000
2093 1 1 0 0 0  202.853  0.   1.0000
2094 1 1 0 0 0  202.376  0.   1.0000
2095 1 1 0 0 0  201.898  0.   1.0000
2096 1 1 0 0 0  201.421  0.   1.0000
2097 1 1 0 0 0  202.915  0.   1.0000
2098 1 1 0 0 0  202.437  0.   1.0000
2099 1 1 0 0 0  201.960  0.   1.0000
2100 1 1 0 0 0  201.482  0.   1.0000
2101 1 1 0 0 0  202.976  0.   1.0000
2102 1 1 0 0 0  202.499  0.   1.0000
2103 1 1 0 0 0  202.021  0.   1.0000
2104 1 1 0 0 0  201.544  0.   1.0000
2105 1 1 0 0 0  203.038  0.   1.0000
2106 1 1 0 0 0  202.560  0.   1.0000
2107 1 1 0 0 0  202.083  0.   1.0000
2108 1 1 0 0 0  201.605  0.   1.0000
2109 1 1 0 0 0  203.099  0.   1.0000
2110 1 1 0 0 0  202.622  0.   1.0000
2111 1 1 0 0 0  202.144  0.   1.0000
2112 1 1 0 0 0  201.667  0.   1.0000
2113 1 1 0 0 0  203.161  0.   1.0000
2114 1 1 0 0 0  202.683  0.   1.0000
2115 1 1 0 0 0  202.206  0.   1.0000
2116 1 1 0 0 0  201.728  0.   1.0000
2117 1 1 0 0 0  203.222  0.   1.0000
2118 1 1 0 0 0  202.745  0.   1.0000
2119 1 1 0 0 0  202.267  0.   1.0000
2120 1 1 0 0 0  201.790  0.   1.0000
2121 1 1 0 0 0  203.284  0.   1.0000
2122 1 1 0 0 0  202.806  0.   1.0000
2123 1 1 0 0 0  202.329  0.   1.0000
2124 1 1 0 0 0  201.851  0.   1.0000
2125 1 1 0 0 0  203.345  0.   1.0000
2126 1 1 0 0 0  202.868  0.   1.0000
2127 1 1 0 0 0  202.390  0.   1.0000
2128 1 1 0 0 0  201.913  0.   1.0000
2129 1 1 0 0 0  203.407  0.   1.0000
2130 1 1 0 0 0  202.929  0.   1.0000
2131 1 1 0 0 0  202.452  0.   1.0000
2132 1 1 0 0 0  201.974  0.   1.0000
2133 1 1 0 0 0  203.468  0.   1.0000
2134 1 1 0 0 0  202.991  0.   1.0000
2135 1 1 0 0 0  202.513  0.   1.0000
2136 1 1 0 0 0  202.036  0.   1.0000
2137 1 1 0 0 0  203.530  0.   1.0000
2138 1 1 0 0 0  203.052  0.   1.0000
2139 1 1 0 0 0  202.575  0.   1.0000
2140 1 1 0 0 0  202.097  0.   1.0000
2141 1 1 0 0 0  203.591  0.   1.0000
2142 1 1 0 0 0  203.114  0.   1.0000
2143 1 1 0 0 0  202.636  0.   1.0000
2144 1 1 0 0 0  202.159  0.   1.0000
2145 1 1 0 0 0  203.653  0.   1.0000
2146 1 1 0 0 0  203.175  0.   1.0000
2147 1 1 0 0 0  202.698  0.   1.0000
2148 1 1 0 0 0  202.220  0.   1.0000
2149 1 1 0 0 0  203.714  0.   1.0000
2150 1 1 0 0 0  203.237  0.   1.0000
2151 1 1 0 0 0  202.759  0.   1.0000
2152 1 1 0 0 0  202.282  0.   1.0000
2153 1 1 0 0 0  203.776  0.   1.0000
2154 1 1 0 0 0  203.298  0.   1.0000
2155 1 1 0 0 0  202.821  0.   1.0000
2156 1 1 0 0 0  202.343  0.   1.0000
2157 1 1 0 0 0  203.837  0.   1.0000
2158 1 1 0 0 0  203.360  0.   1.0000
