P1   degrees/h:
   14.95893    
Year M D h m s  V0+u(deg)     f
2076 1 1 0 0 0  349.443  0.   1.0000
2077 1 1 0 0 0  348.696  0.   1.0000
2078 1 1 0 0 0  348.935  0.   1.0000
2079 1 1 0 0 0  349.174  0.   1.0000
2080 1 1 0 0 0  349.413  0.   1.0000
2081 1 1 0 0 0  348.666  0.   1.0000
2082 1 1 0 0 0  348.904  0.   1.0000
2083 1 1 0 0 0  349.143  0.   1.0000
2084 1 1 0 0 0  349.382  0.   1.0000
2085 1 1 0 0 0  348.635  0.   1.0000
2086 1 1 0 0 0  348.874  0.   1.0000
2087 1 1 0 0 0  349.112  0.   1.0000
2088 1 1 0 0 0  349.351  0.   1.0000
2089 1 1 0 0 0  348.604  0.   1.0000
2090 1 1 0 0 0  348.843  0.   1.0000
2091 1 1 0 0 0  349.082  0.   1.0000
2092 1 1 0 0 0  349.320  0.   1.0000
2093 1 1 0 0 0  348.573  0.   1.0000
2094 1 1 0 0 0  348.812  0.   1.0000
2095 1 1 0 0 0  349.051  0.   1.0000
2096 1 1 0 0 0  349.290  0.   1.0000
2097 1 1 0 0 0  348.543  0.   1.0000
2098 1 1 0 0 0  348.781  0.   1.0000
2099 1 1 0 0 0  349.020  0.   1.0000
2100 1 1 0 0 0  349.259  0.   1.0000
2101 1 1 0 0 0  348.512  0.   1.0000
2102 1 1 0 0 0  348.751  0.   1.0000
2103 1 1 0 0 0  348.989  0.   1.0000
2104 1 1 0 0 0  349.228  0.   1.0000
2105 1 1 0 0 0  348.481  0.   1.0000
2106 1 1 0 0 0  348.720  0.   1.0000
2107 1 1 0 0 0  348.959  0.   1.0000
2108 1 1 0 0 0  349.197  0.   1.0000
2109 1 1 0 0 0  348.450  0.   1.0000
2110 1 1 0 0 0  348.689  0.   1.0000
2111 1 1 0 0 0  348.928  0.   1.0000
2112 1 1 0 0 0  349.167  0.   1.0000
2113 1 1 0 0 0  348.420  0.   1.0000
2114 1 1 0 0 0  348.658  0.   1.0000
2115 1 1 0 0 0  348.897  0.   1.0000
2116 1 1 0 0 0  349.136  0.   1.0000
2117 1 1 0 0 0  348.389  0.   1.0000
2118 1 1 0 0 0  348.628  0.   1.0000
2119 1 1 0 0 0  348.866  0.   1.0000
2120 1 1 0 0 0  349.105  0.   1.0000
2121 1 1 0 0 0  348.358  0.   1.0000
2122 1 1 0 0 0  348.597  0.   1.0000
2123 1 1 0 0 0  348.836  0.   1.0000
2124 1 1 0 0 0  349.074  0.   1.0000
2125 1 1 0 0 0  348.327  0.   1.0000
2126 1 1 0 0 0  348.566  0.   1.0000
2127 1 1 0 0 0  348.805  0.   1.0000
2128 1 1 0 0 0  349.044  0.   1.0000
2129 1 1 0 0 0  348.297  0.   1.0000
2130 1 1 0 0 0  348.535  0.   1.0000
2131 1 1 0 0 0  348.774  0.   1.0000
2132 1 1 0 0 0  349.013  0.   1.0000
2133 1 1 0 0 0  348.266  0.   1.0000
2134 1 1 0 0 0  348.505  0.   1.0000
2135 1 1 0 0 0  348.743  0.   1.0000
2136 1 1 0 0 0  348.982  0.   1.0000
2137 1 1 0 0 0  348.235  0.   1.0000
2138 1 1 0 0 0  348.474  0.   1.0000
2139 1 1 0 0 0  348.713  0.   1.0000
2140 1 1 0 0 0  348.951  0.   1.0000
2141 1 1 0 0 0  348.204  0.   1.0000
2142 1 1 0 0 0  348.443  0.   1.0000
2143 1 1 0 0 0  348.682  0.   1.0000
2144 1 1 0 0 0  348.921  0.   1.0000
2145 1 1 0 0 0  348.174  0.   1.0000
2146 1 1 0 0 0  348.412  0.   1.0000
2147 1 1 0 0 0  348.651  0.   1.0000
2148 1 1 0 0 0  348.890  0.   1.0000
2149 1 1 0 0 0  348.143  0.   1.0000
2150 1 1 0 0 0  348.382  0.   1.0000
2151 1 1 0 0 0  348.620  0.   1.0000
2152 1 1 0 0 0  348.859  0.   1.0000
2153 1 1 0 0 0  348.112  0.   1.0000
2154 1 1 0 0 0  348.351  0.   1.0000
2155 1 1 0 0 0  348.590  0.   1.0000
2156 1 1 0 0 0  348.828  0.   1.0000
2157 1 1 0 0 0  348.081  0.   1.0000
2158 1 1 0 0 0  348.320  0.   1.0000
2159 1 1 0 0 0  348.559  0.   1.0000
2160 1 1 0 0 0  348.798  0.   1.0000
2161 1 1 0 0 0  348.051  0.   1.0000
2162 1 1 0 0 0  348.289  0.   1.0000
2163 1 1 0 0 0  348.528  0.   1.0000
2164 1 1 0 0 0  348.767  0.   1.0000
2165 1 1 0 0 0  348.020  0.   1.0000
2166 1 1 0 0 0  348.259  0.   1.0000
2167 1 1 0 0 0  348.497  0.   1.0000
2168 1 1 0 0 0  348.736  0.   1.0000
2169 1 1 0 0 0  347.989  0.   1.0000
2170 1 1 0 0 0  348.228  0.   1.0000
2171 1 1 0 0 0  348.467  0.   1.0000
