S1   degrees/h:
   15.00000    
Year M D h m s  V0+u(deg)     f
2138 1 1 0 0 0  180.000  0.   1.0000
2139 1 1 0 0 0  180.000  0.   1.0000
2140 1 1 0 0 0  180.000  0.   1.0000
2141 1 1 0 0 0  180.000  0.   1.0000
2142 1 1 0 0 0  180.000  0.   1.0000
2143 1 1 0 0 0  180.000  0.   1.0000
2144 1 1 0 0 0  180.000  0.   1.0000
2145 1 1 0 0 0  180.000  0.   1.0000
2146 1 1 0 0 0  180.000  0.   1.0000
2147 1 1 0 0 0  180.000  0.   1.0000
2148 1 1 0 0 0  180.000  0.   1.0000
2149 1 1 0 0 0  180.000  0.   1.0000
2150 1 1 0 0 0  180.000  0.   1.0000
2151 1 1 0 0 0  180.000  0.   1.0000
2152 1 1 0 0 0  180.000  0.   1.0000
2153 1 1 0 0 0  180.000  0.   1.0000
2154 1 1 0 0 0  180.000  0.   1.0000
2155 1 1 0 0 0  180.000  0.   1.0000
2156 1 1 0 0 0  180.000  0.   1.0000
2157 1 1 0 0 0  180.000  0.   1.0000
2158 1 1 0 0 0  180.000  0.   1.0000
2159 1 1 0 0 0  180.000  0.   1.0000
2160 1 1 0 0 0  180.000  0.   1.0000
2161 1 1 0 0 0  180.000  0.   1.0000
2162 1 1 0 0 0  180.000  0.   1.0000
2163 1 1 0 0 0  180.000  0.   1.0000
2164 1 1 0 0 0  180.000  0.   1.0000
2165 1 1 0 0 0  180.000  0.   1.0000
2166 1 1 0 0 0  180.000  0.   1.0000
2167 1 1 0 0 0  180.000  0.   1.0000
2168 1 1 0 0 0  180.000  0.   1.0000
2169 1 1 0 0 0  180.000  0.   1.0000
2170 1 1 0 0 0  180.000  0.   1.0000
2171 1 1 0 0 0  180.000  0.   1.0000
2172 1 1 0 0 0  180.000  0.   1.0000
2173 1 1 0 0 0  180.000  0.   1.0000
2174 1 1 0 0 0  180.000  0.   1.0000
2175 1 1 0 0 0  180.000  0.   1.0000
2176 1 1 0 0 0  180.000  0.   1.0000
2177 1 1 0 0 0  180.000  0.   1.0000
2178 1 1 0 0 0  180.000  0.   1.0000
2179 1 1 0 0 0  180.000  0.   1.0000
2180 1 1 0 0 0  180.000  0.   1.0000
2181 1 1 0 0 0  180.000  0.   1.0000
2182 1 1 0 0 0  180.000  0.   1.0000
2183 1 1 0 0 0  180.000  0.   1.0000
2184 1 1 0 0 0  180.000  0.   1.0000
2185 1 1 0 0 0  180.000  0.   1.0000
2186 1 1 0 0 0  180.000  0.   1.0000
2187 1 1 0 0 0  180.000  0.   1.0000
2188 1 1 0 0 0  180.000  0.   1.0000
2189 1 1 0 0 0  180.000  0.   1.0000
2190 1 1 0 0 0  180.000  0.   1.0000
2191 1 1 0 0 0  180.000  0.   1.0000
2192 1 1 0 0 0  180.000  0.   1.0000
2193 1 1 0 0 0  180.000  0.   1.0000
2194 1 1 0 0 0  180.000  0.   1.0000
2195 1 1 0 0 0  180.000  0.   1.0000
2196 1 1 0 0 0  180.000  0.   1.0000
2197 1 1 0 0 0  180.000  0.   1.0000
2198 1 1 0 0 0  180.000  0.   1.0000
2199 1 1 0 0 0  180.000  0.   1.0000
