M4   degrees/h:
   57.96821    
Year M D h m s  V0+u(deg)     f
1990 1 1 0 0 0  158.265  0.   0.9456
1991 1 1 0 0 0    0.674  0.   0.9645
1992 1 1 0 0 0  202.652  0.   0.9877
1993 1 1 0 0 0  355.389  0.   1.0128
1994 1 1 0 0 0  196.410  0.   1.0369
1995 1 1 0 0 0   37.012  0.   1.0571
1996 1 1 0 0 0  237.297  0.   1.0711
1997 1 1 0 0 0   28.633  0.   1.0769
1998 1 1 0 0 0  228.712  0.   1.0738
1999 1 1 0 0 0   68.924  0.   1.0623
2000 1 1 0 0 0  269.413  0.   1.0438
2001 1 1 0 0 0   61.527  0.   1.0206
2002 1 1 0 0 0  262.872  0.   0.9955
2003 1 1 0 0 0  104.702  0.   0.9714
2004 1 1 0 0 0  306.984  0.   0.9509
2005 1 1 0 0 0  100.871  0.   0.9361
2006 1 1 0 0 0  303.756  0.   0.9286
2007 1 1 0 0 0  146.720  0.   0.9288
2008 1 1 0 0 0  349.593  0.   0.9370
2009 1 1 0 0 0  143.457  0.   0.9523
2010 1 1 0 0 0  345.708  0.   0.9731
2011 1 1 0 0 0  187.504  0.   0.9973
2012 1 1 0 0 0   28.814  0.   1.0223
2013 1 1 0 0 0  180.897  0.   1.0453
2014 1 1 0 0 0   21.362  0.   1.0634
2015 1 1 0 0 0  221.559  0.   1.0743
2016 1 1 0 0 0   61.634  0.   1.0768
2017 1 1 0 0 0  212.982  0.   1.0703
2018 1 1 0 0 0   53.285  0.   1.0558
2019 1 1 0 0 0  253.915  0.   1.0352
2020 1 1 0 0 0   94.965  0.   1.0110
2021 1 1 0 0 0  247.734  0.   0.9859
2022 1 1 0 0 0   89.750  0.   0.9629
2023 1 1 0 0 0  292.186  0.   0.9444
2024 1 1 0 0 0  134.943  0.   0.9323
2025 1 1 0 0 0  289.114  0.   0.9277
2026 1 1 0 0 0  132.062  0.   0.9311
2027 1 1 0 0 0  334.857  0.   0.9421
2028 1 1 0 0 0  177.351  0.   0.9597
2029 1 1 0 0 0  330.674  0.   0.9822
2030 1 1 0 0 0  172.281  0.   1.0071
2031 1 1 0 0 0   13.407  0.   1.0316
2032 1 1 0 0 0  214.097  0.   1.0530
2033 1 1 0 0 0    5.679  0.   1.0686
2034 1 1 0 0 0  205.810  0.   1.0763
2035 1 1 0 0 0   45.880  0.   1.0753
2036 1 1 0 0 0  246.049  0.   1.0656
2037 1 1 0 0 0   37.693  0.   1.0484
2038 1 1 0 0 0  238.478  0.   1.0261
2039 1 1 0 0 0   79.714  0.   1.0012
2040 1 1 0 0 0  281.435  0.   0.9766
2041 1 1 0 0 0   74.861  0.   0.9551
2042 1 1 0 0 0  277.437  0.   0.9389
2043 1 1 0 0 0  120.282  0.   0.9296
2044 1 1 0 0 0  323.242  0.   0.9281
2045 1 1 0 0 0  117.386  0.   0.9345
2046 1 1 0 0 0  320.080  0.   0.9483
2047 1 1 0 0 0  162.425  0.   0.9680
2048 1 1 0 0 0    4.328  0.   0.9916
2049 1 1 0 0 0  156.978  0.   1.0168
2050 1 1 0 0 0  357.927  0.   1.0405
2051 1 1 0 0 0  198.469  0.   1.0599
2052 1 1 0 0 0   38.715  0.   1.0726
2053 1 1 0 0 0  190.040  0.   1.0770
2054 1 1 0 0 0   30.130  0.   1.0725
2055 1 1 0 0 0  230.377  0.   1.0597
2056 1 1 0 0 0   70.923  0.   1.0403
2057 1 1 0 0 0  223.113  0.   1.0166
2058 1 1 0 0 0   64.536  0.   0.9915
2059 1 1 0 0 0  266.442  0.   0.9678
2060 1 1 0 0 0  108.790  0.   0.9481
2061 1 1 0 0 0  262.721  0.   0.9344
2062 1 1 0 0 0  105.630  0.   0.9281
2063 1 1 0 0 0  308.590  0.   0.9296
2064 1 1 0 0 0  151.434  0.   0.9390
2065 1 1 0 0 0  305.249  0.   0.9553
2066 1 1 0 0 0  147.431  0.   0.9768
2067 1 1 0 0 0  349.149  0.   1.0014
2068 1 1 0 0 0  190.381  0.   1.0262
2069 1 1 0 0 0  342.400  0.   1.0486
2070 1 1 0 0 0  182.813  0.   1.0657
2071 1 1 0 0 0   22.980  0.   1.0753
2072 1 1 0 0 0  223.050  0.   1.0763
2073 1 1 0 0 0   14.411  0.   1.0685
2074 1 1 0 0 0  214.759  0.   1.0529
2075 1 1 0 0 0   55.451  0.   1.0315
2076 1 1 0 0 0  256.572  0.   1.0069
2077 1 1 0 0 0   49.424  0.   0.9820
2078 1 1 0 0 0  251.509  0.   0.9596
2079 1 1 0 0 0   94.006  0.   0.9420
2080 1 1 0 0 0  296.802  0.   0.9310
2081 1 1 0 0 0   90.994  0.   0.9277
2082 1 1 0 0 0  293.929  0.   0.9324
2083 1 1 0 0 0  136.684  0.   0.9446
2084 1 1 0 0 0  339.118  0.   0.9631
2085 1 1 0 0 0  132.367  0.   0.9861
2086 1 1 0 0 0  333.888  0.   1.0111
2087 1 1 0 0 0  174.947  0.   1.0354
2088 1 1 0 0 0   15.565  0.   1.0560
2089 1 1 0 0 0  167.104  0.   1.0704
2090 1 1 0 0 0    7.214  0.   1.0768
2091 1 1 0 0 0  207.290  0.   1.0743
2092 1 1 0 0 0   47.488  0.   1.0633
2093 1 1 0 0 0  199.193  0.   1.0451
2094 1 1 0 0 0   40.046  0.   1.0222
2095 1 1 0 0 0  241.359  0.   0.9971
2096 1 1 0 0 0   83.158  0.   0.9729
2097 1 1 0 0 0  236.654  0.   0.9521
2098 1 1 0 0 0   79.283  0.   0.9369
2099 1 1 0 0 0  282.157  0.   0.9288
2100 1 1 0 0 0  125.121  0.   0.9286
2101 1 1 0 0 0  279.240  0.   0.9363
2102 1 1 0 0 0  121.886  0.   0.9511
2103 1 1 0 0 0  324.165  0.   0.9716
2104 1 1 0 0 0  165.991  0.   0.9957
2105 1 1 0 0 0  318.570  0.   1.0208
2106 1 1 0 0 0  159.448  0.   1.0439
2107 1 1 0 0 0  359.934  0.   1.0624
2108 1 1 0 0 0  200.145  0.   1.0739
2109 1 1 0 0 0  351.451  0.   1.0769
2110 1 1 0 0 0  191.555  0.   1.0710
2111 1 1 0 0 0   31.842  0.   1.0570
2112 1 1 0 0 0  232.447  0.   1.0367
2113 1 1 0 0 0   24.703  0.   1.0125
2114 1 1 0 0 0  226.204  0.   0.9875
2115 1 1 0 0 0   68.186  0.   0.9643
2116 1 1 0 0 0  270.598  0.   0.9455
2117 1 1 0 0 0   64.581  0.   0.9329
2118 1 1 0 0 0  267.510  0.   0.9278
2119 1 1 0 0 0  110.462  0.   0.9306
2120 1 1 0 0 0  313.272  0.   0.9412
2121 1 1 0 0 0  107.031  0.   0.9585
2122 1 1 0 0 0  309.142  0.   0.9806
2123 1 1 0 0 0  150.781  0.   1.0054
2124 1 1 0 0 0  351.937  0.   1.0301
2125 1 1 0 0 0  143.881  0.   1.0518
2126 1 1 0 0 0  344.246  0.   1.0678
2127 1 1 0 0 0  184.387  0.   1.0761
2128 1 1 0 0 0   24.456  0.   1.0756
2129 1 1 0 0 0  175.849  0.   1.0664
2130 1 1 0 0 0   16.245  0.   1.0497
2131 1 1 0 0 0  217.003  0.   1.0276
2132 1 1 0 0 0   58.208  0.   1.0028
2133 1 1 0 0 0  211.138  0.   0.9781
2134 1 1 0 0 0   53.295  0.   0.9564
2135 1 1 0 0 0  255.849  0.   0.9398
2136 1 1 0 0 0   98.681  0.   0.9300
2137 1 1 0 0 0  252.874  0.   0.9279
2138 1 1 0 0 0   95.791  0.   0.9339
2139 1 1 0 0 0  298.503  0.   0.9472
2140 1 1 0 0 0  140.866  0.   0.9665
2141 1 1 0 0 0  294.040  0.   0.9901
2142 1 1 0 0 0  135.490  0.   1.0152
2143 1 1 0 0 0  336.467  0.   1.0390
2144 1 1 0 0 0  177.034  0.   1.0588
2145 1 1 0 0 0  328.523  0.   1.0720
2146 1 1 0 0 0  168.625  0.   1.0770
2147 1 1 0 0 0    8.702  0.   1.0731
2148 1 1 0 0 0  208.943  0.   1.0608
2149 1 1 0 0 0    0.694  0.   1.0417
2150 1 1 0 0 0  201.626  0.   1.0182
2151 1 1 0 0 0   43.010  0.   0.9931
2152 1 1 0 0 0  244.877  0.   0.9693
2153 1 1 0 0 0   38.449  0.   0.9492
2154 1 1 0 0 0  241.119  0.   0.9351
2155 1 1 0 0 0   84.026  0.   0.9282
2156 1 1 0 0 0  286.981  0.   0.9293
2157 1 1 0 0 0   81.072  0.   0.9382
2158 1 1 0 0 0  283.674  0.   0.9540
2159 1 1 0 0 0  125.876  0.   0.9753
2160 1 1 0 0 0  327.633  0.   0.9997
2161 1 1 0 0 0  120.127  0.   1.0247
2162 1 1 0 0 0  320.943  0.   1.0473
2163 1 1 0 0 0  161.369  0.   1.0648
2164 1 1 0 0 0    1.555  0.   1.0750
2165 1 1 0 0 0  152.855  0.   1.0765
2166 1 1 0 0 0  352.986  0.   1.0692
2167 1 1 0 0 0  193.308  0.   1.0541
2168 1 1 0 0 0   33.983  0.   1.0330
2169 1 1 0 0 0  186.297  0.   1.0085
2170 1 1 0 0 0   27.885  0.   0.9835
2171 1 1 0 0 0  229.933  0.   0.9609
2172 1 1 0 0 0   72.414  0.   0.9430
2173 1 1 0 0 0  226.430  0.   0.9315
2174 1 1 0 0 0   69.382  0.   0.9277
2175 1 1 0 0 0  272.315  0.   0.9318
2176 1 1 0 0 0  115.094  0.   0.9436
2177 1 1 0 0 0  268.787  0.   0.9618
2178 1 1 0 0 0  110.832  0.   0.9845
2179 1 1 0 0 0  312.385  0.   1.0095
2180 1 1 0 0 0  153.474  0.   1.0339
2181 1 1 0 0 0  305.354  0.   1.0548
2182 1 1 0 0 0  145.680  0.   1.0697
2183 1 1 0 0 0  345.792  0.   1.0766
2184 1 1 0 0 0  185.872  0.   1.0747
2185 1 1 0 0 0  337.286  0.   1.0642
2186 1 1 0 0 0  177.741  0.   1.0465
2187 1 1 0 0 0   18.558  0.   1.0237
2188 1 1 0 0 0  219.848  0.   0.9988
2189 1 1 0 0 0   12.848  0.   0.9743
2190 1 1 0 0 0  215.068  0.   0.9533
2191 1 1 0 0 0   57.684  0.   0.9377
2192 1 1 0 0 0  260.539  0.   0.9291
2193 1 1 0 0 0   54.753  0.   0.9284
2194 1 1 0 0 0  257.623  0.   0.9355
2195 1 1 0 0 0  100.297  0.   0.9499
2196 1 1 0 0 0  302.610  0.   0.9701
2197 1 1 0 0 0   95.700  0.   0.9941
2198 1 1 0 0 0  297.063  0.   1.0192
2199 1 1 0 0 0  137.977  0.   1.0425
