MU2  degrees/h:
   27.96821    
Year M D h m s  V0+u(deg)     f
2119 1 1 0 0 0  109.842  0.   0.9647
2120 1 1 0 0 0  312.000  0.   0.9701
2121 1 1 0 0 0  105.252  0.   0.9790
2122 1 1 0 0 0  307.061  0.   0.9903
2123 1 1 0 0 0  148.633  0.   1.0027
2124 1 1 0 0 0  349.965  0.   1.0149
2125 1 1 0 0 0  142.306  0.   1.0256
2126 1 1 0 0 0  343.241  0.   1.0333
2127 1 1 0 0 0  184.064  0.   1.0373
2128 1 1 0 0 0   24.852  0.   1.0371
2129 1 1 0 0 0  176.921  0.   1.0327
2130 1 1 0 0 0   17.872  0.   1.0246
2131 1 1 0 0 0  219.004  0.   1.0137
2132 1 1 0 0 0   60.359  0.   1.0014
2133 1 1 0 0 0  213.197  0.   0.9890
2134 1 1 0 0 0   55.029  0.   0.9779
2135 1 1 0 0 0  257.059  0.   0.9694
2136 1 1 0 0 0   99.228  0.   0.9644
2137 1 1 0 0 0  252.693  0.   0.9633
2138 1 1 0 0 0   94.905  0.   0.9664
2139 1 1 0 0 0  297.014  0.   0.9732
2140 1 1 0 0 0  138.944  0.   0.9831
2141 1 1 0 0 0  291.904  0.   0.9950
2142 1 1 0 0 0  133.382  0.   1.0076
2143 1 1 0 0 0  334.624  0.   1.0193
2144 1 1 0 0 0  175.660  0.   1.0290
2145 1 1 0 0 0  327.774  0.   1.0354
2146 1 1 0 0 0  168.582  0.   1.0378
2147 1 1 0 0 0    9.369  0.   1.0359
2148 1 1 0 0 0  210.246  0.   1.0299
2149 1 1 0 0 0    2.491  0.   1.0206
2150 1 1 0 0 0  203.714  0.   1.0090
2151 1 1 0 0 0   45.155  0.   0.9965
2152 1 1 0 0 0  246.838  0.   0.9845
2153 1 1 0 0 0   40.000  0.   0.9743
2154 1 1 0 0 0  242.084  0.   0.9670
2155 1 1 0 0 0   84.295  0.   0.9635
2156 1 1 0 0 0  286.521  0.   0.9640
2157 1 1 0 0 0   79.936  0.   0.9686
2158 1 1 0 0 0  281.994  0.   0.9768
2159 1 1 0 0 0  123.844  0.   0.9876
2160 1 1 0 0 0  325.479  0.   0.9999
2161 1 1 0 0 0  118.095  0.   1.0123
2162 1 1 0 0 0  319.260  0.   1.0234
2163 1 1 0 0 0  160.222  0.   1.0319
2164 1 1 0 0 0    1.072  0.   1.0368
2165 1 1 0 0 0  153.091  0.   1.0376
2166 1 1 0 0 0  353.913  0.   1.0340
2167 1 1 0 0 0  194.823  0.   1.0267
2168 1 1 0 0 0   35.918  0.   1.0164
2169 1 1 0 0 0  188.436  0.   1.0042
2170 1 1 0 0 0   29.987  0.   0.9917
2171 1 1 0 0 0  231.760  0.   0.9803
2172 1 1 0 0 0   73.757  0.   0.9711
2173 1 1 0 0 0  227.134  0.   0.9652
2174 1 1 0 0 0   69.367  0.   0.9632
