2SM2 degrees/h:
   31.01590    
Year M D h m s  V0+u(deg)     f
2076 1 1 0 0 0  231.714  0.   1.0034
2077 1 1 0 0 0  155.288  0.   0.9909
2078 1 1 0 0 0   54.245  0.   0.9796
2079 1 1 0 0 0  312.997  0.   0.9706
2080 1 1 0 0 0  211.599  0.   0.9649
2081 1 1 0 0 0  134.503  0.   0.9632
2082 1 1 0 0 0   33.036  0.   0.9656
2083 1 1 0 0 0  291.658  0.   0.9719
2084 1 1 0 0 0  190.441  0.   0.9814
2085 1 1 0 0 0  113.816  0.   0.9930
2086 1 1 0 0 0   13.056  0.   1.0056
2087 1 1 0 0 0  272.527  0.   1.0175
2088 1 1 0 0 0  172.217  0.   1.0276
2089 1 1 0 0 0   96.448  0.   1.0346
2090 1 1 0 0 0  356.393  0.   1.0377
2091 1 1 0 0 0  256.355  0.   1.0365
2092 1 1 0 0 0  156.256  0.   1.0312
2093 1 1 0 0 0   80.404  0.   1.0223
2094 1 1 0 0 0  339.977  0.   1.0110
2095 1 1 0 0 0  239.320  0.   0.9986
2096 1 1 0 0 0  138.421  0.   0.9864
2097 1 1 0 0 0   61.673  0.   0.9757
2098 1 1 0 0 0  320.359  0.   0.9679
2099 1 1 0 0 0  218.921  0.   0.9638
2100 1 1 0 0 0  117.440  0.   0.9636
2101 1 1 0 0 0   40.380  0.   0.9676
2102 1 1 0 0 0  299.057  0.   0.9752
2103 1 1 0 0 0  197.918  0.   0.9857
2104 1 1 0 0 0   97.005  0.   0.9978
2105 1 1 0 0 0   20.715  0.   1.0103
2106 1 1 0 0 0  280.276  0.   1.0217
2107 1 1 0 0 0  180.033  0.   1.0307
2108 1 1 0 0 0   79.928  0.   1.0363
2109 1 1 0 0 0    4.275  0.   1.0377
2110 1 1 0 0 0  264.222  0.   1.0349
2111 1 1 0 0 0  164.079  0.   1.0281
2112 1 1 0 0 0   63.776  0.   1.0182
2113 1 1 0 0 0  347.649  0.   1.0062
2114 1 1 0 0 0  246.898  0.   0.9937
2115 1 1 0 0 0  145.907  0.   0.9820
2116 1 1 0 0 0   44.701  0.   0.9724
2117 1 1 0 0 0  327.709  0.   0.9658
2118 1 1 0 0 0  226.245  0.   0.9632
2119 1 1 0 0 0  124.769  0.   0.9647
2120 1 1 0 0 0   23.364  0.   0.9701
2121 1 1 0 0 0  306.484  0.   0.9790
2122 1 1 0 0 0  205.429  0.   0.9903
2123 1 1 0 0 0  104.610  0.   1.0027
2124 1 1 0 0 0    4.031  0.   1.0149
2125 1 1 0 0 0  288.059  0.   1.0256
2126 1 1 0 0 0  187.877  0.   1.0333
2127 1 1 0 0 0   87.807  0.   1.0373
2128 1 1 0 0 0  347.772  0.   1.0371
2129 1 1 0 0 0  272.075  0.   1.0327
2130 1 1 0 0 0  171.878  0.   1.0246
2131 1 1 0 0 0   71.499  0.   1.0137
2132 1 1 0 0 0  330.896  0.   1.0014
2133 1 1 0 0 0  254.431  0.   0.9890
2134 1 1 0 0 0  153.352  0.   0.9779
2135 1 1 0 0 0   52.076  0.   0.9694
2136 1 1 0 0 0  310.660  0.   0.9644
2137 1 1 0 0 0  233.563  0.   0.9633
2138 1 1 0 0 0  132.105  0.   0.9664
2139 1 1 0 0 0   30.749  0.   0.9732
2140 1 1 0 0 0  289.567  0.   0.9831
2141 1 1 0 0 0  212.980  0.   0.9950
2142 1 1 0 0 0  112.255  0.   1.0076
2143 1 1 0 0 0   11.766  0.   1.0193
2144 1 1 0 0 0  271.483  0.   1.0290
2145 1 1 0 0 0  195.739  0.   1.0354
2146 1 1 0 0 0   95.687  0.   1.0378
