MSF  degrees/h:
   1.015896    
Year M D h m s  V0+u(deg)     f
2184 1 1 0 0 0   86.554  0.   1.0367
2185 1 1 0 0 0   10.185  0.   1.0316
2186 1 1 0 0 0  269.428  0.   1.0230
2187 1 1 0 0 0  168.679  0.   1.0118
2188 1 1 0 0 0   67.922  0.   0.9994
2189 1 1 0 0 0  351.554  0.   0.9871
2190 1 1 0 0 0  250.805  0.   0.9764
2191 1 1 0 0 0  150.048  0.   0.9683
2192 1 1 0 0 0   49.298  0.   0.9639
2193 1 1 0 0 0  332.922  0.   0.9635
2194 1 1 0 0 0  232.181  0.   0.9672
2195 1 1 0 0 0  131.424  0.   0.9746
2196 1 1 0 0 0   30.667  0.   0.9849
2197 1 1 0 0 0  314.298  0.   0.9970
2198 1 1 0 0 0  213.549  0.   1.0095
2199 1 1 0 0 0  112.792  0.   1.0211
