L2   degrees/h:
   29.52848    
Year M D h m s  V0+u(deg)     f
2076 1 1 0 0 0  233.518  0.   0.0000
2077 1 1 0 0 0   63.454  0.   0.0000
2078 1 1 0 0 0  227.542  0.   0.0000
2079 1 1 0 0 0   47.735  0.   0.0000
2080 1 1 0 0 0  259.042  0.   0.0000
2081 1 1 0 0 0   97.124  0.   0.0000
2082 1 1 0 0 0  260.698  0.   0.0000
2083 1 1 0 0 0   75.792  0.   0.0000
2084 1 1 0 0 0  285.257  0.   0.0000
2085 1 1 0 0 0  119.456  0.   0.0000
2086 1 1 0 0 0  296.481  0.   0.0000
2087 1 1 0 0 0  109.780  0.   0.0000
2088 1 1 0 0 0  306.260  0.   0.0000
2089 1 1 0 0 0  134.361  0.   0.0000
2090 1 1 0 0 0  326.237  0.   0.0000
2091 1 1 0 0 0  145.447  0.   0.0000
2092 1 1 0 0 0  325.035  0.   0.0000
2093 1 1 0 0 0  148.406  0.   0.0000
2094 1 1 0 0 0  351.276  0.   0.0000
2095 1 1 0 0 0  184.933  0.   0.0000
2096 1 1 0 0 0  346.220  0.   0.0000
2097 1 1 0 0 0  166.155  0.   0.0000
2098 1 1 0 0 0   18.154  0.   0.0000
2099 1 1 0 0 0  222.273  0.   0.0000
2100 1 1 0 0 0   14.423  0.   0.0000
2101 1 1 0 0 0  192.502  0.   0.0000
2102 1 1 0 0 0   44.607  0.   0.0000
2103 1 1 0 0 0  247.055  0.   0.0000
2104 1 1 0 0 0   53.243  0.   0.0000
2105 1 1 0 0 0  223.262  0.   0.0000
2106 1 1 0 0 0   64.666  0.   0.0000
2107 1 1 0 0 0  263.451  0.   0.0000
2108 1 1 0 0 0   89.423  0.   0.0000
2109 1 1 0 0 0  254.777  0.   0.0000
2110 1 1 0 0 0   80.982  0.   0.0000
2111 1 1 0 0 0  278.547  0.   0.0000
2112 1 1 0 0 0  118.785  0.   0.0000
2113 1 1 0 0 0  292.023  0.   0.0000
2114 1 1 0 0 0   98.212  0.   0.0000
2115 1 1 0 0 0  296.532  0.   0.0000
2116 1 1 0 0 0  147.817  0.   0.0000
2117 1 1 0 0 0  331.976  0.   0.0000
2118 1 1 0 0 0  121.854  0.   0.0000
2119 1 1 0 0 0  321.914  0.   0.0000
2120 1 1 0 0 0  175.127  0.   0.0000
2121 1 1 0 0 0    0.503  0.   0.0000
2122 1 1 0 0 0  158.806  0.   0.0000
2123 1 1 0 0 0  350.368  0.   0.0000
2124 1 1 0 0 0  194.884  0.   0.0000
2125 1 1 0 0 0   19.839  0.   0.0000
2126 1 1 0 0 0  198.753  0.   0.0000
2127 1 1 0 0 0   17.708  0.   0.0000
2128 1 1 0 0 0  209.791  0.   0.0000
2129 1 1 0 0 0   36.994  0.   0.0000
2130 1 1 0 0 0  232.846  0.   0.0000
2131 1 1 0 0 0   49.547  0.   0.0000
2132 1 1 0 0 0  224.850  0.   0.0000
2133 1 1 0 0 0   55.855  0.   0.0000
2134 1 1 0 0 0  264.982  0.   0.0000
2135 1 1 0 0 0   88.026  0.   0.0000
2136 1 1 0 0 0  245.549  0.   0.0000
2137 1 1 0 0 0   80.898  0.   0.0000
2138 1 1 0 0 0  293.867  0.   0.0000
2139 1 1 0 0 0  120.881  0.   0.0000
2140 1 1 0 0 0  278.812  0.   0.0000
2141 1 1 0 0 0  107.867  0.   0.0000
2142 1 1 0 0 0  313.871  0.   0.0000
2143 1 1 0 0 0  145.261  0.   0.0000
2144 1 1 0 0 0  318.287  0.   0.0000
2145 1 1 0 0 0  131.864  0.   0.0000
2146 1 1 0 0 0  328.146  0.   0.0000
2147 1 1 0 0 0  165.783  0.   0.0000
2148 1 1 0 0 0  355.640  0.   0.0000
2149 1 1 0 0 0  157.635  0.   0.0000
2150 1 1 0 0 0  342.174  0.   0.0000
2151 1 1 0 0 0  186.227  0.   0.0000
2152 1 1 0 0 0   31.453  0.   0.0000
2153 1 1 0 0 0  189.783  0.   0.0000
2154 1 1 0 0 0    1.205  0.   0.0000
2155 1 1 0 0 0  211.499  0.   0.0000
2156 1 1 0 0 0   62.785  0.   0.0000
2157 1 1 0 0 0  224.506  0.   0.0000
2158 1 1 0 0 0   31.187  0.   0.0000
2159 1 1 0 0 0  237.714  0.   0.0000
2160 1 1 0 0 0   83.693  0.   0.0000
2161 1 1 0 0 0  256.067  0.   0.0000
2162 1 1 0 0 0   67.484  0.   0.0000
2163 1 1 0 0 0  259.431  0.   0.0000
2164 1 1 0 0 0   98.050  0.   0.0000
2165 1 1 0 0 0  281.709  0.   0.0000
2166 1 1 0 0 0  104.860  0.   0.0000
2167 1 1 0 0 0  280.391  0.   0.0000
2168 1 1 0 0 0  111.889  0.   0.0000
2169 1 1 0 0 0  304.690  0.   0.0000
2170 1 1 0 0 0  143.803  0.   0.0000
2171 1 1 0 0 0  305.232  0.   0.0000
2172 1 1 0 0 0  130.114  0.   0.0000
2173 1 1 0 0 0  330.831  0.   0.0000
2174 1 1 0 0 0  178.504  0.   0.0000
2175 1 1 0 0 0  336.964  0.   0.0000
2176 1 1 0 0 0  157.779  0.   0.0000
2177 1 1 0 0 0  356.896  0.   0.0000
2178 1 1 0 0 0  201.135  0.   0.0000
2179 1 1 0 0 0   14.643  0.   0.0000
2180 1 1 0 0 0  190.478  0.   0.0000
2181 1 1 0 0 0   17.167  0.   0.0000
2182 1 1 0 0 0  216.365  0.   0.0000
2183 1 1 0 0 0   46.716  0.   0.0000
2184 1 1 0 0 0  224.757  0.   0.0000
2185 1 1 0 0 0   34.804  0.   0.0000
2186 1 1 0 0 0  230.763  0.   0.0000
2187 1 1 0 0 0   73.295  0.   0.0000
2188 1 1 0 0 0  264.073  0.   0.0000
2189 1 1 0 0 0   54.267  0.   0.0000
2190 1 1 0 0 0  248.845  0.   0.0000
2191 1 1 0 0 0  101.012  0.   0.0000
2192 1 1 0 0 0  302.371  0.   0.0000
2193 1 1 0 0 0   80.987  0.   0.0000
2194 1 1 0 0 0  275.049  0.   0.0000
2195 1 1 0 0 0  127.513  0.   0.0000
2196 1 1 0 0 0  327.885  0.   0.0000
2197 1 1 0 0 0  119.860  0.   0.0000
2198 1 1 0 0 0  304.793  0.   0.0000
2199 1 1 0 0 0  147.064  0.   0.0000
