OO1  degrees/h:
   16.13910    
Year M D h m s  V0+u(deg)     f
2165 1 1 0 0 0  314.107  0.   0.4878
2166 1 1 0 0 0  198.107  0.   0.5356
2167 1 1 0 0 0   85.990  0.   0.6406
2168 1 1 0 0 0  338.903  0.   0.7984
2169 1 1 0 0 0  263.995  0.   0.9984
2170 1 1 0 0 0  165.691  0.   1.2198
2171 1 1 0 0 0   70.345  0.   1.4361
2172 1 1 0 0 0  337.037  0.   1.6180
2173 1 1 0 0 0  272.372  0.   1.7391
2174 1 1 0 0 0  180.939  0.   1.7803
2175 1 1 0 0 0   89.502  0.   1.7357
2176 1 1 0 0 0  357.430  0.   1.6121
2177 1 1 0 0 0  291.423  0.   1.4278
2178 1 1 0 0 0  195.968  0.   1.2106
2179 1 1 0 0 0   97.530  0.   0.9897
2180 1 1 0 0 0  355.095  0.   0.7915
2181 1 1 0 0 0  275.137  0.   0.6352
2182 1 1 0 0 0  162.820  0.   0.5326
2183 1 1 0 0 0   46.719  0.   0.4871
2184 1 1 0 0 0  289.635  0.   0.4994
2185 1 1 0 0 0  202.194  0.   0.5697
2186 1 1 0 0 0   91.978  0.   0.6960
2187 1 1 0 0 0  346.847  0.   0.8717
2188 1 1 0 0 0  246.234  0.   1.0825
2189 1 1 0 0 0  176.543  0.   1.3059
2190 1 1 0 0 0   82.091  0.   1.5124
2191 1 1 0 0 0  349.361  0.   1.6734
2192 1 1 0 0 0  257.642  0.   1.7650
2193 1 1 0 0 0  193.641  0.   1.7731
2194 1 1 0 0 0  102.043  0.   1.6963
2195 1 1 0 0 0    9.551  0.   1.5466
2196 1 1 0 0 0  275.473  0.   1.3464
2197 1 1 0 0 0  206.335  0.   1.1238
2198 1 1 0 0 0  106.468  0.   0.9088
2199 1 1 0 0 0    2.233  0.   0.7252
