K1   degrees/h:
   15.04107    
Year M D h m s  V0+u(deg)     f
2005 1 1 0 0 0    7.056  0.   1.1025
2006 1 1 0 0 0    9.313  0.   1.1118
2007 1 1 0 0 0   11.657  0.   1.1114
2008 1 1 0 0 0   13.900  0.   1.1015
2009 1 1 0 0 0   16.842  0.   1.0822
2010 1 1 0 0 0   18.296  0.   1.0542
2011 1 1 0 0 0   19.043  0.   1.0192
2012 1 1 0 0 0   18.874  0.   0.9800
2013 1 1 0 0 0   18.616  0.   0.9409
2014 1 1 0 0 0   16.271  0.   0.9080
2015 1 1 0 0 0   13.012  0.   0.8869
2016 1 1 0 0 0    9.288  0.   0.8822
2017 1 1 0 0 0    6.684  0.   0.8948
2018 1 1 0 0 0    3.805  0.   0.9220
2019 1 1 0 0 0    1.959  0.   0.9585
2020 1 1 0 0 0    1.224  0.   0.9982
2021 1 1 0 0 0    2.486  0.   1.0361
2022 1 1 0 0 0    3.585  0.   1.0681
2023 1 1 0 0 0    5.293  0.   1.0922
2024 1 1 0 0 0    7.402  0.   1.1072
2025 1 1 0 0 0   10.708  0.   1.1128
2026 1 1 0 0 0   13.035  0.   1.1087
2027 1 1 0 0 0   15.188  0.   1.0951
2028 1 1 0 0 0   16.971  0.   1.0724
2029 1 1 0 0 0   19.167  0.   1.0414
2030 1 1 0 0 0   19.581  0.   1.0043
2031 1 1 0 0 0   19.011  0.   0.9646
2032 1 1 0 0 0   17.337  0.   0.9272
2033 1 1 0 0 0   15.580  0.   0.8981
2034 1 1 0 0 0   12.075  0.   0.8830
2035 1 1 0 0 0    8.332  0.   0.8851
2036 1 1 0 0 0    4.967  0.   0.9038
2037 1 1 0 0 0    3.442  0.   0.9354
2038 1 1 0 0 0    2.030  0.   0.9738
2039 1 1 0 0 0    1.704  0.   1.0133
2040 1 1 0 0 0    2.322  0.   1.0492
2041 1 1 0 0 0    4.672  0.   1.0785
2042 1 1 0 0 0    6.560  0.   1.0991
2043 1 1 0 0 0    8.771  0.   1.1105
2044 1 1 0 0 0   11.112  0.   1.1124
2045 1 1 0 0 0   14.387  0.   1.1046
2046 1 1 0 0 0   16.420  0.   1.0873
2047 1 1 0 0 0   18.005  0.   1.0613
2048 1 1 0 0 0   18.930  0.   1.0276
2049 1 1 0 0 0   19.971  0.   0.9889
2050 1 1 0 0 0   18.980  0.   0.9495
2051 1 1 0 0 0   16.877  0.   0.9146
2052 1 1 0 0 0   13.795  0.   0.8904
2053 1 1 0 0 0   11.102  0.   0.8817
2054 1 1 0 0 0    7.435  0.   0.8905
2055 1 1 0 0 0    4.359  0.   0.9148
2056 1 1 0 0 0    2.264  0.   0.9497
2057 1 1 0 0 0    2.265  0.   0.9893
2058 1 1 0 0 0    2.328  0.   1.0279
2059 1 1 0 0 0    3.259  0.   1.0615
2060 1 1 0 0 0    4.847  0.   1.0875
2061 1 1 0 0 0    7.876  0.   1.1047
2062 1 1 0 0 0   10.159  0.   1.1124
2063 1 1 0 0 0   12.500  0.   1.1105
2064 1 1 0 0 0   14.709  0.   1.0990
2065 1 1 0 0 0   17.585  0.   1.0782
2066 1 1 0 0 0   18.939  0.   1.0490
2067 1 1 0 0 0   19.551  0.   1.0131
2068 1 1 0 0 0   19.219  0.   0.9736
2069 1 1 0 0 0   18.779  0.   0.9350
2070 1 1 0 0 0   16.267  0.   0.9036
2071 1 1 0 0 0   12.896  0.   0.8850
2072 1 1 0 0 0    9.153  0.   0.8831
2073 1 1 0 0 0    6.629  0.   0.8983
2074 1 1 0 0 0    3.902  0.   0.9274
2075 1 1 0 0 0    2.235  0.   0.9648
2076 1 1 0 0 0    1.673  0.   1.0046
2077 1 1 0 0 0    3.082  0.   1.0417
2078 1 1 0 0 0    4.294  0.   1.0726
2079 1 1 0 0 0    6.081  0.   1.0953
2080 1 1 0 0 0    8.236  0.   1.1088
2081 1 1 0 0 0   11.556  0.   1.1128
2082 1 1 0 0 0   13.868  0.   1.1072
2083 1 1 0 0 0   15.975  0.   1.0921
2084 1 1 0 0 0   17.680  0.   1.0679
2085 1 1 0 0 0   19.762  0.   1.0357
2086 1 1 0 0 0   20.029  0.   0.9979
2087 1 1 0 0 0   19.286  0.   0.9582
2088 1 1 0 0 0   17.432  0.   0.9218
2089 1 1 0 0 0   15.524  0.   0.8946
2090 1 1 0 0 0   11.940  0.   0.8821
2091 1 1 0 0 0    8.217  0.   0.8870
2092 1 1 0 0 0    4.964  0.   0.9082
2093 1 1 0 0 0    3.607  0.   0.9413
2094 1 1 0 0 0    2.375  0.   0.9803
2095 1 1 0 0 0    2.214  0.   1.0195
2096 1 1 0 0 0    2.966  0.   1.0545
2097 1 1 0 0 0    5.416  0.   1.0824
2098 1 1 0 0 0    7.369  0.   1.1016
2099 1 1 0 0 0    9.614  0.   1.1115
2100 1 1 0 0 0   11.958  0.   1.1117
2101 1 1 0 0 0   15.206  0.   1.1024
2102 1 1 0 0 0   17.181  0.   1.0837
2103 1 1 0 0 0   18.674  0.   1.0563
2104 1 1 0 0 0   19.473  0.   1.0217
2105 1 1 0 0 0   20.354  0.   0.9825
2106 1 1 0 0 0   19.184  0.   0.9434
2107 1 1 0 0 0   16.908  0.   0.9098
2108 1 1 0 0 0   13.698  0.   0.8878
2109 1 1 0 0 0   10.962  0.   0.8820
2110 1 1 0 0 0    7.354  0.   0.8935
2111 1 1 0 0 0    4.417  0.   0.9199
2112 1 1 0 0 0    2.498  0.   0.9560
2113 1 1 0 0 0    2.678  0.   0.9957
2114 1 1 0 0 0    2.894  0.   1.0337
2115 1 1 0 0 0    3.945  0.   1.0662
2116 1 1 0 0 0    5.620  0.   1.0909
2117 1 1 0 0 0    8.702  0.   1.1066
2118 1 1 0 0 0   11.007  0.   1.1127
2119 1 1 0 0 0   13.339  0.   1.1093
2120 1 1 0 0 0   15.510  0.   1.0963
2121 1 1 0 0 0   18.314  0.   1.0741
2122 1 1 0 0 0   19.563  0.   1.0436
2123 1 1 0 0 0   20.035  0.   1.0068
2124 1 1 0 0 0   19.534  0.   0.9671
2125 1 1 0 0 0   18.913  0.   0.9293
2126 1 1 0 0 0   16.240  0.   0.8996
2127 1 1 0 0 0   12.771  0.   0.8835
2128 1 1 0 0 0    9.024  0.   0.8844
2129 1 1 0 0 0    6.595  0.   0.9022
2130 1 1 0 0 0    4.026  0.   0.9331
2131 1 1 0 0 0    2.541  0.   0.9712
2132 1 1 0 0 0    2.148  0.   1.0108
2133 1 1 0 0 0    3.699  0.   1.0472
2134 1 1 0 0 0    5.018  0.   1.0768
2135 1 1 0 0 0    6.878  0.   1.0981
2136 1 1 0 0 0    9.074  0.   1.1101
2137 1 1 0 0 0   12.404  0.   1.1125
2138 1 1 0 0 0   14.696  0.   1.1054
2139 1 1 0 0 0   16.752  0.   1.0887
2140 1 1 0 0 0   18.372  0.   1.0632
2141 1 1 0 0 0   20.335  0.   1.0299
2142 1 1 0 0 0   20.451  0.   0.9915
2143 1 1 0 0 0   19.531  0.   0.9520
2144 1 1 0 0 0   17.500  0.   0.9166
2145 1 1 0 0 0   15.449  0.   0.8915
2146 1 1 0 0 0   11.801  0.   0.8817
2147 1 1 0 0 0    8.115  0.   0.8894
2148 1 1 0 0 0    4.985  0.   0.9128
2149 1 1 0 0 0    3.801  0.   0.9474
2150 1 1 0 0 0    2.749  0.   0.9867
2151 1 1 0 0 0    2.748  0.   1.0255
2152 1 1 0 0 0    3.628  0.   1.0595
2153 1 1 0 0 0    6.172  0.   1.0861
2154 1 1 0 0 0    8.186  0.   1.1038
2155 1 1 0 0 0   10.460  0.   1.1122
2156 1 1 0 0 0   12.802  0.   1.1109
2157 1 1 0 0 0   16.018  0.   1.1000
2158 1 1 0 0 0   17.929  0.   1.0799
2159 1 1 0 0 0   19.324  0.   1.0511
2160 1 1 0 0 0   19.991  0.   1.0156
2161 1 1 0 0 0   20.709  0.   0.9760
2162 1 1 0 0 0   19.359  0.   0.9374
2163 1 1 0 0 0   16.913  0.   0.9053
2164 1 1 0 0 0   13.587  0.   0.8857
2165 1 1 0 0 0   10.825  0.   0.8827
2166 1 1 0 0 0    7.291  0.   0.8969
2167 1 1 0 0 0    4.502  0.   0.9252
2168 1 1 0 0 0    2.763  0.   0.9623
2169 1 1 0 0 0    3.117  0.   1.0021
2170 1 1 0 0 0    3.481  0.   1.0394
2171 1 1 0 0 0    4.648  0.   1.0708
2172 1 1 0 0 0    6.404  0.   1.0940
2173 1 1 0 0 0    9.533  0.   1.1082
2174 1 1 0 0 0   11.856  0.   1.1128
2175 1 1 0 0 0   14.174  0.   1.1078
2176 1 1 0 0 0   16.301  0.   1.0933
2177 1 1 0 0 0   19.028  0.   1.0697
2178 1 1 0 0 0   20.166  0.   1.0380
2179 1 1 0 0 0   20.494  0.   1.0005
2180 1 1 0 0 0   19.821  0.   0.9608
2181 1 1 0 0 0   19.019  0.   0.9238
2182 1 1 0 0 0   16.192  0.   0.8960
2183 1 1 0 0 0   12.638  0.   0.8824
2184 1 1 0 0 0    8.905  0.   0.8862
2185 1 1 0 0 0    6.583  0.   0.9064
2186 1 1 0 0 0    4.179  0.   0.9389
2187 1 1 0 0 0    2.875  0.   0.9777
2188 1 1 0 0 0    2.648  0.   1.0170
2189 1 1 0 0 0    4.335  0.   1.0525
2190 1 1 0 0 0    5.756  0.   1.0808
2191 1 1 0 0 0    7.684  0.   1.1006
2192 1 1 0 0 0    9.915  0.   1.1111
2193 1 1 0 0 0   13.251  0.   1.1120
2194 1 1 0 0 0   15.518  0.   1.1033
2195 1 1 0 0 0   17.517  0.   1.0852
2196 1 1 0 0 0   19.048  0.   1.0583
2197 1 1 0 0 0   20.886  0.   1.0240
2198 1 1 0 0 0   20.845  0.   0.9851
2199 1 1 0 0 0   19.748  0.   0.9458
