SA   degrees/h:
  4.1068599E-02
Year M D h m s  V0+u(deg)     f
2003 1 1 0 0 0  280.242  0.   1.0000
2004 1 1 0 0 0  280.003  0.   1.0000
2005 1 1 0 0 0  280.750  0.   1.0000
2006 1 1 0 0 0  280.511  0.   1.0000
2007 1 1 0 0 0  280.273  0.   1.0000
2008 1 1 0 0 0  280.034  0.   1.0000
2009 1 1 0 0 0  280.781  0.   1.0000
2010 1 1 0 0 0  280.542  0.   1.0000
2011 1 1 0 0 0  280.304  0.   1.0000
2012 1 1 0 0 0  280.065  0.   1.0000
2013 1 1 0 0 0  280.812  0.   1.0000
2014 1 1 0 0 0  280.573  0.   1.0000
2015 1 1 0 0 0  280.334  0.   1.0000
2016 1 1 0 0 0  280.096  0.   1.0000
2017 1 1 0 0 0  280.842  0.   1.0000
2018 1 1 0 0 0  280.604  0.   1.0000
2019 1 1 0 0 0  280.365  0.   1.0000
2020 1 1 0 0 0  280.126  0.   1.0000
2021 1 1 0 0 0  280.873  0.   1.0000
2022 1 1 0 0 0  280.634  0.   1.0000
2023 1 1 0 0 0  280.396  0.   1.0000
2024 1 1 0 0 0  280.157  0.   1.0000
2025 1 1 0 0 0  280.904  0.   1.0000
2026 1 1 0 0 0  280.665  0.   1.0000
2027 1 1 0 0 0  280.427  0.   1.0000
2028 1 1 0 0 0  280.188  0.   1.0000
2029 1 1 0 0 0  280.935  0.   1.0000
2030 1 1 0 0 0  280.696  0.   1.0000
2031 1 1 0 0 0  280.457  0.   1.0000
2032 1 1 0 0 0  280.219  0.   1.0000
2033 1 1 0 0 0  280.965  0.   1.0000
2034 1 1 0 0 0  280.727  0.   1.0000
2035 1 1 0 0 0  280.488  0.   1.0000
2036 1 1 0 0 0  280.249  0.   1.0000
2037 1 1 0 0 0  280.996  0.   1.0000
2038 1 1 0 0 0  280.757  0.   1.0000
2039 1 1 0 0 0  280.519  0.   1.0000
2040 1 1 0 0 0  280.280  0.   1.0000
2041 1 1 0 0 0  281.027  0.   1.0000
2042 1 1 0 0 0  280.788  0.   1.0000
2043 1 1 0 0 0  280.549  0.   1.0000
2044 1 1 0 0 0  280.311  0.   1.0000
2045 1 1 0 0 0  281.058  0.   1.0000
2046 1 1 0 0 0  280.819  0.   1.0000
2047 1 1 0 0 0  280.580  0.   1.0000
2048 1 1 0 0 0  280.342  0.   1.0000
2049 1 1 0 0 0  281.088  0.   1.0000
2050 1 1 0 0 0  280.850  0.   1.0000
2051 1 1 0 0 0  280.611  0.   1.0000
2052 1 1 0 0 0  280.372  0.   1.0000
