N2   degrees/h:
   28.43973    
Year M D h m s  V0+u(deg)     f
2116 1 1 0 0 0  316.181  0.   0.9724
2117 1 1 0 0 0  291.386  0.   0.9658
2118 1 1 0 0 0  304.128  0.   0.9632
2119 1 1 0 0 0  316.883  0.   0.9647
2120 1 1 0 0 0  329.565  0.   0.9701
2121 1 1 0 0 0  304.657  0.   0.9790
2122 1 1 0 0 0  316.991  0.   0.9903
2123 1 1 0 0 0  329.088  0.   1.0027
2124 1 1 0 0 0  340.943  0.   1.0149
2125 1 1 0 0 0  315.127  0.   1.0256
2126 1 1 0 0 0  326.587  0.   1.0333
2127 1 1 0 0 0  337.935  0.   1.0373
2128 1 1 0 0 0  349.247  0.   1.0371
2129 1 1 0 0 0  323.157  0.   1.0327
2130 1 1 0 0 0  334.633  0.   1.0246
2131 1 1 0 0 0  346.289  0.   1.0137
2132 1 1 0 0 0  358.169  0.   1.0014
2133 1 1 0 0 0  332.849  0.   0.9890
2134 1 1 0 0 0  345.205  0.   0.9779
2135 1 1 0 0 0  357.759  0.   0.9694
2136 1 1 0 0 0   10.454  0.   0.9644
2137 1 1 0 0 0  345.761  0.   0.9633
2138 1 1 0 0 0  358.497  0.   0.9664
2139 1 1 0 0 0   11.131  0.   0.9732
2140 1 1 0 0 0   23.588  0.   0.9831
2141 1 1 0 0 0  358.389  0.   0.9950
2142 1 1 0 0 0   10.391  0.   1.0076
2143 1 1 0 0 0   22.157  0.   1.0193
2144 1 1 0 0 0   33.719  0.   1.0290
2145 1 1 0 0 0    7.675  0.   1.0354
2146 1 1 0 0 0   19.005  0.   1.0378
2147 1 1 0 0 0   30.320  0.   1.0359
2148 1 1 0 0 0   41.719  0.   1.0299
2149 1 1 0 0 0   15.806  0.   1.0206
2150 1 1 0 0 0   27.552  0.   1.0090
2151 1 1 0 0 0   39.519  0.   0.9965
2152 1 1 0 0 0   51.730  0.   0.9845
2153 1 1 0 0 0   26.730  0.   0.9743
2154 1 1 0 0 0   39.341  0.   0.9670
2155 1 1 0 0 0   52.075  0.   0.9635
2156 1 1 0 0 0   64.827  0.   0.9640
2157 1 1 0 0 0   40.084  0.   0.9686
2158 1 1 0 0 0   52.665  0.   0.9768
2159 1 1 0 0 0   65.042  0.   0.9876
2160 1 1 0 0 0   77.199  0.   0.9999
2161 1 1 0 0 0   51.658  0.   1.0123
2162 1 1 0 0 0   63.345  0.   1.0234
2163 1 1 0 0 0   74.835  0.   1.0319
2164 1 1 0 0 0   86.207  0.   1.0368
2165 1 1 0 0 0   60.068  0.   1.0376
2166 1 1 0 0 0   71.414  0.   1.0340
2167 1 1 0 0 0   82.850  0.   1.0267
2168 1 1 0 0 0   94.467  0.   1.0164
2169 1 1 0 0 0   68.832  0.   1.0042
2170 1 1 0 0 0   80.905  0.   0.9917
2171 1 1 0 0 0   93.205  0.   0.9803
2172 1 1 0 0 0  105.725  0.   0.9711
2173 1 1 0 0 0   80.945  0.   0.9652
2174 1 1 0 0 0   93.701  0.   0.9632
2175 1 1 0 0 0  106.443  0.   0.9653
2176 1 1 0 0 0  119.112  0.   0.9714
2177 1 1 0 0 0   94.170  0.   0.9807
2178 1 1 0 0 0  106.472  0.   0.9922
2179 1 1 0 0 0  118.523  0.   1.0047
2180 1 1 0 0 0  130.348  0.   1.0168
2181 1 1 0 0 0  104.499  0.   1.0271
2182 1 1 0 0 0  115.942  0.   1.0343
2183 1 1 0 0 0  127.274  0.   1.0376
2184 1 1 0 0 0  138.593  0.   1.0367
2185 1 1 0 0 0  112.513  0.   1.0316
2186 1 1 0 0 0  124.020  0.   1.0230
2187 1 1 0 0 0  135.704  0.   1.0118
2188 1 1 0 0 0  147.629  0.   0.9994
2189 1 1 0 0 0  122.340  0.   0.9871
2190 1 1 0 0 0  134.725  0.   0.9764
2191 1 1 0 0 0  147.313  0.   0.9683
2192 1 1 0 0 0  160.016  0.   0.9639
2193 1 1 0 0 0  135.338  0.   0.9635
2194 1 1 0 0 0  148.046  0.   0.9672
2195 1 1 0 0 0  160.662  0.   0.9746
2196 1 1 0 0 0  173.099  0.   0.9849
2197 1 1 0 0 0  147.855  0.   0.9970
2198 1 1 0 0 0  159.812  0.   1.0095
2199 1 1 0 0 0  171.549  0.   1.0211
