M3   degrees/h:
   43.47616    
Year M D h m s  V0+u(deg)     f
2040 1 1 0 0 0  301.076  0.   0.9825
2041 1 1 0 0 0  236.146  0.   0.9662
2042 1 1 0 0 0  208.078  0.   0.9539
2043 1 1 0 0 0  180.212  0.   0.9468
2044 1 1 0 0 0  152.432  0.   0.9456
2045 1 1 0 0 0   88.039  0.   0.9506
2046 1 1 0 0 0   60.060  0.   0.9610
2047 1 1 0 0 0   31.818  0.   0.9760
2048 1 1 0 0 0    3.246  0.   0.9938
2049 1 1 0 0 0  297.734  0.   1.0127
2050 1 1 0 0 0  268.445  0.   1.0303
2051 1 1 0 0 0  238.852  0.   1.0447
2052 1 1 0 0 0  209.036  0.   1.0540
2053 1 1 0 0 0  142.530  0.   1.0573
2054 1 1 0 0 0  112.597  0.   1.0540
2055 1 1 0 0 0   82.783  0.   1.0446
2056 1 1 0 0 0   53.192  0.   1.0302
2057 1 1 0 0 0  347.334  0.   1.0125
2058 1 1 0 0 0  318.402  0.   0.9937
2059 1 1 0 0 0  289.832  0.   0.9758
2060 1 1 0 0 0  261.593  0.   0.9609
2061 1 1 0 0 0  197.041  0.   0.9505
2062 1 1 0 0 0  169.223  0.   0.9456
2063 1 1 0 0 0  141.443  0.   0.9468
2064 1 1 0 0 0  113.575  0.   0.9540
2065 1 1 0 0 0   48.937  0.   0.9664
2066 1 1 0 0 0   20.573  0.   0.9826
2067 1 1 0 0 0  351.862  0.   1.0011
2068 1 1 0 0 0  322.786  0.   1.0197
2069 1 1 0 0 0  256.800  0.   1.0364
2070 1 1 0 0 0  227.110  0.   1.0490
2071 1 1 0 0 0  197.235  0.   1.0561
2072 1 1 0 0 0  167.288  0.   1.0568
2073 1 1 0 0 0  100.808  0.   1.0510
2074 1 1 0 0 0   71.069  0.   1.0395
2075 1 1 0 0 0   41.588  0.   1.0236
2076 1 1 0 0 0   12.429  0.   1.0053
2077 1 1 0 0 0  307.068  0.   0.9865
2078 1 1 0 0 0  278.632  0.   0.9696
2079 1 1 0 0 0  250.504  0.   0.9563
2080 1 1 0 0 0  222.602  0.   0.9479
2081 1 1 0 0 0  158.246  0.   0.9454
2082 1 1 0 0 0  130.447  0.   0.9489
2083 1 1 0 0 0  102.513  0.   0.9582
2084 1 1 0 0 0   74.339  0.   0.9723
2085 1 1 0 0 0    9.275  0.   0.9897
2086 1 1 0 0 0  340.416  0.   1.0084
2087 1 1 0 0 0  311.210  0.   1.0265
2088 1 1 0 0 0  281.674  0.   1.0418
2089 1 1 0 0 0  215.328  0.   1.0524
2090 1 1 0 0 0  185.411  0.   1.0571
2091 1 1 0 0 0  155.467  0.   1.0553
2092 1 1 0 0 0  125.616  0.   1.0472
2093 1 1 0 0 0   59.394  0.   1.0337
2094 1 1 0 0 0   30.034  0.   1.0167
2095 1 1 0 0 0    1.019  0.   0.9979
2096 1 1 0 0 0  332.368  0.   0.9797
2097 1 1 0 0 0  267.491  0.   0.9639
2098 1 1 0 0 0  239.462  0.   0.9524
2099 1 1 0 0 0  211.618  0.   0.9462
2100 1 1 0 0 0  183.840  0.   0.9460
2101 1 1 0 0 0  119.430  0.   0.9519
2102 1 1 0 0 0   91.414  0.   0.9632
2103 1 1 0 0 0   63.123  0.   0.9787
2104 1 1 0 0 0   34.493  0.   0.9968
2105 1 1 0 0 0  328.928  0.   1.0156
2106 1 1 0 0 0  299.586  0.   1.0329
2107 1 1 0 0 0  269.951  0.   1.0465
2108 1 1 0 0 0  240.109  0.   1.0550
2109 1 1 0 0 0  173.588  0.   1.0572
2110 1 1 0 0 0  143.667  0.   1.0529
2111 1 1 0 0 0  113.882  0.   1.0425
2112 1 1 0 0 0   84.335  0.   1.0275
2113 1 1 0 0 0   18.527  0.   1.0095
2114 1 1 0 0 0  349.653  0.   0.9907
2115 1 1 0 0 0  321.140  0.   0.9732
2116 1 1 0 0 0  292.948  0.   0.9589
2117 1 1 0 0 0  228.436  0.   0.9493
2118 1 1 0 0 0  200.632  0.   0.9454
2119 1 1 0 0 0  172.847  0.   0.9476
2120 1 1 0 0 0  144.954  0.   0.9556
2121 1 1 0 0 0   80.273  0.   0.9688
2122 1 1 0 0 0   51.856  0.   0.9855
2123 1 1 0 0 0   23.085  0.   1.0042
2124 1 1 0 0 0  353.953  0.   1.0226
2125 1 1 0 0 0  287.911  0.   1.0387
2126 1 1 0 0 0  258.184  0.   1.0505
2127 1 1 0 0 0  228.290  0.   1.0566
2128 1 1 0 0 0  198.342  0.   1.0563
2129 1 1 0 0 0  131.887  0.   1.0495
2130 1 1 0 0 0  102.184  0.   1.0372
2131 1 1 0 0 0   72.752  0.   1.0208
2132 1 1 0 0 0   43.656  0.   1.0022
2133 1 1 0 0 0  338.353  0.   0.9836
2134 1 1 0 0 0  309.971  0.   0.9672
2135 1 1 0 0 0  281.887  0.   0.9546
2136 1 1 0 0 0  254.010  0.   0.9471
2137 1 1 0 0 0  189.656  0.   0.9455
2138 1 1 0 0 0  161.843  0.   0.9501
2139 1 1 0 0 0  133.877  0.   0.9602
2140 1 1 0 0 0  105.649  0.   0.9749
2141 1 1 0 0 0   40.530  0.   0.9926
2142 1 1 0 0 0   11.617  0.   1.0115
2143 1 1 0 0 0  342.351  0.   1.0292
2144 1 1 0 0 0  312.775  0.   1.0439
2145 1 1 0 0 0  246.392  0.   1.0536
2146 1 1 0 0 0  216.469  0.   1.0573
2147 1 1 0 0 0  186.527  0.   1.0544
2148 1 1 0 0 0  156.707  0.   1.0454
2149 1 1 0 0 0   90.521  0.   1.0312
2150 1 1 0 0 0   61.219  0.   1.0137
2151 1 1 0 0 0   32.257  0.   0.9949
2152 1 1 0 0 0    3.658  0.   0.9769
2153 1 1 0 0 0  298.837  0.   0.9617
2154 1 1 0 0 0  270.839  0.   0.9510
2155 1 1 0 0 0  243.020  0.   0.9458
2156 1 1 0 0 0  215.236  0.   0.9466
2157 1 1 0 0 0  150.804  0.   0.9534
2158 1 1 0 0 0  122.755  0.   0.9654
2159 1 1 0 0 0   94.407  0.   0.9815
2160 1 1 0 0 0   65.725  0.   0.9999
2161 1 1 0 0 0    0.095  0.   1.0186
2162 1 1 0 0 0  330.707  0.   1.0354
2163 1 1 0 0 0  301.026  0.   1.0483
2164 1 1 0 0 0  271.167  0.   1.0558
2165 1 1 0 0 0  204.641  0.   1.0569
2166 1 1 0 0 0  174.740  0.   1.0516
2167 1 1 0 0 0  144.981  0.   1.0404
2168 1 1 0 0 0  115.487  0.   1.0247
2169 1 1 0 0 0   49.723  0.   1.0064
2170 1 1 0 0 0   20.914  0.   0.9877
2171 1 1 0 0 0  352.450  0.   0.9706
2172 1 1 0 0 0  324.310  0.   0.9570
2173 1 1 0 0 0  259.823  0.   0.9483
2174 1 1 0 0 0  232.037  0.   0.9454
2175 1 1 0 0 0  204.236  0.   0.9485
2176 1 1 0 0 0  176.321  0.   0.9574
2177 1 1 0 0 0  111.590  0.   0.9713
2178 1 1 0 0 0   83.124  0.   0.9885
2179 1 1 0 0 0   54.289  0.   1.0072
2180 1 1 0 0 0   25.105  0.   1.0254
2181 1 1 0 0 0  319.016  0.   1.0409
2182 1 1 0 0 0  289.260  0.   1.0519
2183 1 1 0 0 0  259.344  0.   1.0570
2184 1 1 0 0 0  229.404  0.   1.0556
2185 1 1 0 0 0  162.965  0.   1.0479
2186 1 1 0 0 0  133.305  0.   1.0348
2187 1 1 0 0 0  103.919  0.   1.0178
2188 1 1 0 0 0   74.886  0.   0.9992
2189 1 1 0 0 0    9.636  0.   0.9808
2190 1 1 0 0 0  341.301  0.   0.9648
2191 1 1 0 0 0  313.263  0.   0.9530
2192 1 1 0 0 0  285.404  0.   0.9464
2193 1 1 0 0 0  221.065  0.   0.9459
2194 1 1 0 0 0  193.217  0.   0.9513
2195 1 1 0 0 0  165.222  0.   0.9623
2196 1 1 0 0 0  136.958  0.   0.9776
2197 1 1 0 0 0   71.775  0.   0.9957
2198 1 1 0 0 0   42.797  0.   1.0144
2199 1 1 0 0 0   13.483  0.   1.0318
