M3   degrees/h:
   43.47616    
Year M D h m s  V0+u(deg)     f
1950 1 1 0 0 0  106.412  0.   0.9465
1951 1 1 0 0 0   78.633  0.   0.9458
1952 1 1 0 0 0   50.807  0.   0.9511
1953 1 1 0 0 0  346.241  0.   0.9619
1954 1 1 0 0 0  317.980  0.   0.9771
1955 1 1 0 0 0  289.385  0.   0.9950
1956 1 1 0 0 0  260.425  0.   1.0138
1957 1 1 0 0 0  194.541  0.   1.0313
1958 1 1 0 0 0  164.931  0.   1.0454
1959 1 1 0 0 0  135.104  0.   1.0545
1960 1 1 0 0 0  105.167  0.   1.0573
1961 1 1 0 0 0   38.665  0.   1.0536
1962 1 1 0 0 0    8.863  0.   1.0438
1963 1 1 0 0 0  339.289  0.   1.0291
1964 1 1 0 0 0  310.025  0.   1.0113
1965 1 1 0 0 0  244.542  0.   0.9925
1966 1 1 0 0 0  215.995  0.   0.9748
1967 1 1 0 0 0  187.776  0.   0.9601
1968 1 1 0 0 0  159.811  0.   0.9500
1969 1 1 0 0 0   95.429  0.   0.9455
1970 1 1 0 0 0   67.647  0.   0.9471
1971 1 1 0 0 0   39.770  0.   0.9546
1972 1 1 0 0 0   11.683  0.   0.9673
1973 1 1 0 0 0  306.726  0.   0.9838
1974 1 1 0 0 0  277.991  0.   1.0023
1975 1 1 0 0 0  248.892  0.   1.0209
1976 1 1 0 0 0  219.458  0.   1.0373
1977 1 1 0 0 0  153.178  0.   1.0496
1978 1 1 0 0 0  123.294  0.   1.0563
1979 1 1 0 0 0   93.346  0.   1.0566
1980 1 1 0 0 0   63.453  0.   1.0505
1981 1 1 0 0 0  357.152  0.   1.0386
1982 1 1 0 0 0  327.691  0.   1.0225
1983 1 1 0 0 0  298.561  0.   1.0040
1984 1 1 0 0 0  269.793  0.   0.9854
1985 1 1 0 0 0  204.809  0.   0.9686
1986 1 1 0 0 0  176.699  0.   0.9556
1987 1 1 0 0 0  148.808  0.   0.9476
1988 1 1 0 0 0  121.019  0.   0.9454
1989 1 1 0 0 0   56.645  0.   0.9494
1990 1 1 0 0 0   28.698  0.   0.9590
1991 1 1 0 0 0    0.505  0.   0.9733
1992 1 1 0 0 0  331.989  0.   0.9908
1993 1 1 0 0 0  266.542  0.   1.0097
1994 1 1 0 0 0  237.308  0.   1.0276
1995 1 1 0 0 0  207.759  0.   1.0426
1996 1 1 0 0 0  177.973  0.   1.0529
1997 1 1 0 0 0  111.475  0.   1.0572
1998 1 1 0 0 0   81.534  0.   1.0550
1999 1 1 0 0 0   51.693  0.   1.0465
2000 1 1 0 0 0   22.060  0.   1.0328
2001 1 1 0 0 0  316.146  0.   1.0155
2002 1 1 0 0 0  287.154  0.   0.9967
2003 1 1 0 0 0  258.527  0.   0.9786
2004 1 1 0 0 0  230.238  0.   0.9631
2005 1 1 0 0 0  165.653  0.   0.9518
2006 1 1 0 0 0  137.817  0.   0.9460
2007 1 1 0 0 0  110.040  0.   0.9462
2008 1 1 0 0 0   82.195  0.   0.9524
2009 1 1 0 0 0   17.593  0.   0.9641
2010 1 1 0 0 0  349.281  0.   0.9798
2011 1 1 0 0 0  320.628  0.   0.9981
2012 1 1 0 0 0  291.610  0.   1.0168
2013 1 1 0 0 0  225.673  0.   1.0339
2014 1 1 0 0 0  196.021  0.   1.0473
2015 1 1 0 0 0  166.169  0.   1.0554
2016 1 1 0 0 0  136.226  0.   1.0571
2017 1 1 0 0 0   69.736  0.   1.0524
2018 1 1 0 0 0   39.964  0.   1.0417
2019 1 1 0 0 0   10.436  0.   1.0264
2020 1 1 0 0 0  341.224  0.   1.0083
2021 1 1 0 0 0  275.800  0.   0.9895
2022 1 1 0 0 0  247.312  0.   0.9721
2023 1 1 0 0 0  219.140  0.   0.9581
2024 1 1 0 0 0  191.208  0.   0.9489
2025 1 1 0 0 0  126.836  0.   0.9454
2026 1 1 0 0 0   99.047  0.   0.9480
2027 1 1 0 0 0   71.143  0.   0.9564
2028 1 1 0 0 0   43.013  0.   0.9697
2029 1 1 0 0 0  338.005  0.   0.9867
2030 1 1 0 0 0  309.211  0.   1.0054
2031 1 1 0 0 0  280.055  0.   1.0237
2032 1 1 0 0 0  250.573  0.   1.0396
2033 1 1 0 0 0  184.259  0.   1.0511
2034 1 1 0 0 0  154.357  0.   1.0568
2035 1 1 0 0 0  124.410  0.   1.0561
2036 1 1 0 0 0   94.536  0.   1.0489
2037 1 1 0 0 0   28.270  0.   1.0362
2038 1 1 0 0 0  358.858  0.   1.0196
2039 1 1 0 0 0  329.785  0.   1.0010
